Plant_Type,Soil_Moisture,Temperature,Humidity,Light_Lux,Status
Lidah Buaya,43.41,30.92,47.64,9598.78,NORMAL
Bayam,11.06,29.26,66.56,41916.89,THIRSTY
Lidah Buaya,14.38,16.14,95.0,45150.65,COLD
Sirih Gading,44.5,28.3,21.48,49975.26,SQUINT
Sirih Gading,34.4,25.36,67.73,13862.92,NORMAL
Sirih Gading,22.01,36.48,18.77,10058.65,HOT
Sirih Gading,40.47,34.73,29.98,19684.09,SQUINT
Sirih Gading,47.71,15.32,90.21,6544.06,COLD
Bayam,59.01,27.53,32.95,22164.3,NORMAL
Lidah Buaya,14.87,36.29,10.0,28839.49,HOT
Lidah Buaya,72.91,34.35,22.77,12595.41,NORMAL
Bayam,66.82,33.67,29.78,35844.21,SQUINT
Kacang Hijau,51.4,37.6,25.47,39182.65,HOT
Lidah Buaya,91.47,28.14,25.02,46436.21,SICK
Lidah Buaya,39.17,24.49,45.99,39676.06,NORMAL
Bayam,63.96,28.03,79.95,8646.12,NORMAL
Bayam,5.55,27.84,64.36,14227.03,THIRSTY
Sirih Gading,70.4,20.34,55.77,10872.65,NORMAL
Kacang Hijau,27.16,22.85,71.6,9530.49,THIRSTY
Lidah Buaya,89.73,26.51,47.78,14422.92,SICK
Lidah Buaya,4.05,31.98,43.65,32806.44,THIRSTY
Bayam,71.19,16.81,84.35,2921.55,COLD
Kacang Hijau,29.87,21.83,61.03,47033.96,THIRSTY
Lidah Buaya,98.25,30.1,49.44,37383.59,SICK
Bayam,71.92,31.1,53.75,32140.18,NORMAL
Kacang Hijau,29.21,30.3,21.82,18318.09,THIRSTY
Lidah Buaya,75.11,27.63,75.87,38929.09,NORMAL
Kacang Hijau,67.92,16.18,95.0,31568.8,COLD
Bayam,6.38,30.67,23.66,16517.88,THIRSTY
Kacang Hijau,81.18,29.56,65.52,32823.93,SQUINT
Sirih Gading,48.53,21.35,83.23,27170.29,SQUINT
Kacang Hijau,75.24,30.75,39.61,26564.7,SQUINT
Sirih Gading,27.54,35.68,33.73,13251.75,HOT
Bayam,30.84,35.82,10.0,33970.43,HOT
Kacang Hijau,89.79,22.69,66.41,40496.22,SQUINT
Bayam,89.45,17.72,48.46,35755.28,COLD
Bayam,62.66,34.07,36.32,36379.67,SQUINT
Kacang Hijau,31.61,15.63,82.35,2787.04,COLD
Kacang Hijau,17.17,39.61,34.88,13615.37,HOT
Bayam,51.43,34.26,73.72,23684.56,NORMAL
Sirih Gading,45.5,27.81,34.52,23539.25,SQUINT
Lidah Buaya,72.71,34.87,72.86,49642.94,SQUINT
Sirih Gading,14.47,18.39,50.31,40561.53,THIRSTY
Sirih Gading,23.34,35.32,13.81,22668.53,HOT
Bayam,75.89,22.54,83.01,14854.03,NORMAL
Sirih Gading,95.07,17.04,45.48,20434.98,COLD
Bayam,10.26,34.07,48.95,42611.83,THIRSTY
Kacang Hijau,69.7,36.93,53.95,35124.2,HOT
Bayam,43.64,38.05,46.39,39495.6,HOT
Bayam,88.61,34.07,59.55,36451.69,SQUINT
Lidah Buaya,31.51,19.02,95.0,21446.19,NORMAL
Lidah Buaya,93.24,27.78,32.61,49076.05,SICK
Lidah Buaya,49.24,22.98,52.73,42817.67,NORMAL
Lidah Buaya,36.34,26.98,37.15,42953.88,NORMAL
Sirih Gading,71.56,34.52,20.77,40002.72,SQUINT
Kacang Hijau,67.26,39.25,10.0,22187.51,HOT
Lidah Buaya,92.54,32.65,48.13,1272.05,SICK
Bayam,71.22,19.31,70.62,15853.69,NORMAL
Lidah Buaya,70.56,27.68,70.12,5945.15,NORMAL
Sirih Gading,79.25,20.64,41.36,9345.36,NORMAL
Bayam,76.4,25.1,67.33,49596.33,SQUINT
Bayam,55.38,24.03,81.11,35893.39,SQUINT
Lidah Buaya,76.33,28.75,75.21,43428.78,NORMAL
Kacang Hijau,0.83,39.43,10.0,21679.14,HOT
Kacang Hijau,55.51,21.17,47.19,29399.58,SQUINT
Bayam,12.79,37.78,58.27,49895.76,HOT
Kacang Hijau,97.34,37.43,44.93,23250.48,HOT
Sirih Gading,37.6,18.78,49.25,37815.5,SQUINT
Sirih Gading,40.56,31.21,39.62,33977.59,SQUINT
Sirih Gading,67.71,31.4,48.02,34133.56,SQUINT
Kacang Hijau,58.05,28.94,38.4,6959.84,NORMAL
Kacang Hijau,12.48,18.27,85.44,39710.53,THIRSTY
Lidah Buaya,11.37,23.0,72.02,41453.43,NORMAL
Bayam,19.28,21.22,42.08,28737.78,THIRSTY
Lidah Buaya,45.41,36.7,23.56,26307.14,HOT
Kacang Hijau,4.17,27.81,63.41,4239.6,THIRSTY
Lidah Buaya,49.49,23.86,78.61,49734.51,SQUINT
Sirih Gading,87.33,26.09,30.34,35245.56,SQUINT
Bayam,75.08,26.1,71.21,13277.21,NORMAL
Lidah Buaya,19.25,29.2,72.16,35470.14,NORMAL
Lidah Buaya,40.8,36.97,56.91,49090.4,HOT
Sirih Gading,91.9,27.13,54.74,44995.48,SICK
Sirih Gading,15.66,18.01,90.09,48738.0,THIRSTY
Sirih Gading,23.94,23.02,35.46,20898.43,SQUINT
Kacang Hijau,29.63,23.87,41.81,11680.39,THIRSTY
Kacang Hijau,60.35,39.76,10.0,32975.3,HOT
Lidah Buaya,16.96,16.08,92.03,34867.9,COLD
Bayam,84.91,31.0,45.63,43735.1,SQUINT
Sirih Gading,47.12,39.07,40.16,28670.08,HOT
Kacang Hijau,79.94,21.16,83.1,34734.82,SQUINT
Bayam,74.84,37.3,10.0,37939.71,HOT
Sirih Gading,96.37,17.49,32.39,18849.31,COLD
Sirih Gading,12.14,17.65,75.01,49296.71,COLD
Kacang Hijau,62.89,17.95,79.34,43873.6,COLD
Kacang Hijau,63.41,33.59,42.55,3546.61,NORMAL
Bayam,30.54,28.03,27.5,16073.12,THIRSTY
Sirih Gading,82.64,16.0,58.86,35074.96,COLD
Kacang Hijau,54.11,25.35,86.53,30254.48,SQUINT
Kacang Hijau,59.9,22.43,30.3,31182.44,SQUINT
Kacang Hijau,63.67,31.48,72.93,30696.68,SQUINT
Bayam,18.68,35.17,10.0,32745.27,HOT
Bayam,34.12,31.49,32.91,33095.89,THIRSTY
Kacang Hijau,15.64,25.22,31.79,12512.14,THIRSTY
Bayam,46.07,24.84,41.43,12587.97,NORMAL
Sirih Gading,85.95,20.89,91.44,35489.25,SQUINT
Bayam,29.81,38.39,40.94,7456.76,HOT
Sirih Gading,24.53,37.55,28.98,22420.39,HOT
Bayam,65.2,16.83,38.52,24347.04,COLD
Bayam,10.02,26.24,56.2,46608.09,THIRSTY
Kacang Hijau,34.89,26.79,46.14,46476.46,SQUINT
Sirih Gading,41.92,28.0,73.61,9699.7,NORMAL
Sirih Gading,85.19,15.23,36.96,34201.24,COLD
Bayam,90.64,17.97,70.48,39203.09,COLD
Lidah Buaya,37.71,27.36,80.36,10999.01,NORMAL
Lidah Buaya,95.07,25.58,58.6,5443.02,SICK
Sirih Gading,52.86,19.72,63.48,40530.19,SQUINT
Sirih Gading,40.23,32.8,35.25,39164.5,SQUINT
Kacang Hijau,42.52,28.48,34.56,1878.55,NORMAL
Kacang Hijau,95.14,16.09,77.69,30080.59,COLD
Lidah Buaya,9.0,15.5,51.29,22104.15,COLD
Lidah Buaya,27.53,17.32,74.99,881.74,COLD
Bayam,9.84,35.58,20.3,48971.03,HOT
Kacang Hijau,78.04,37.31,30.89,23816.79,HOT
Kacang Hijau,91.75,21.5,49.42,14525.23,SICK
Kacang Hijau,10.06,32.8,66.12,11993.71,THIRSTY
Sirih Gading,8.98,24.78,25.93,29537.69,THIRSTY
Lidah Buaya,73.33,32.03,35.54,20273.57,NORMAL
Kacang Hijau,23.69,22.88,50.69,4848.28,THIRSTY
Sirih Gading,82.76,34.31,11.33,21383.45,SQUINT
Sirih Gading,62.92,33.25,36.39,34965.65,SQUINT
Bayam,47.08,21.93,57.91,19421.36,NORMAL
Bayam,22.48,34.4,39.94,9758.73,THIRSTY
Sirih Gading,29.4,36.47,72.2,35512.17,HOT
Kacang Hijau,25.18,32.35,46.97,17284.8,THIRSTY
Bayam,16.43,22.96,66.54,42299.06,THIRSTY
Bayam,99.75,27.58,48.66,24675.02,SICK
Bayam,47.25,19.67,41.89,24580.67,NORMAL
Bayam,63.15,34.08,18.19,4283.21,NORMAL
Lidah Buaya,22.77,36.86,64.02,44795.46,HOT
Bayam,93.42,38.31,44.18,37858.33,HOT
Kacang Hijau,9.37,31.44,50.12,18385.79,THIRSTY
Lidah Buaya,55.35,31.02,54.16,4422.79,NORMAL
Bayam,48.79,31.66,50.8,9328.19,NORMAL
Lidah Buaya,94.07,24.37,30.26,37524.72,SICK
Sirih Gading,92.08,17.94,48.23,29079.44,COLD
Lidah Buaya,40.7,37.78,36.37,29441.24,HOT
Sirih Gading,20.61,18.27,78.83,22061.48,SQUINT
Sirih Gading,53.23,29.65,81.36,45266.09,SQUINT
Bayam,42.4,19.04,54.76,18026.65,NORMAL
Sirih Gading,95.6,27.38,46.36,10736.76,SICK
Sirih Gading,51.24,27.79,46.63,33635.68,SQUINT
Bayam,58.32,21.45,27.96,11498.07,NORMAL
Bayam,59.61,18.45,76.96,14723.2,NORMAL
Sirih Gading,5.17,22.05,61.59,7926.81,THIRSTY
Bayam,41.83,32.44,14.59,27965.09,NORMAL
Sirih Gading,14.28,21.97,91.67,28991.48,THIRSTY
Lidah Buaya,68.27,32.39,58.2,19640.39,NORMAL
Kacang Hijau,42.62,21.84,94.54,22569.35,NORMAL
Lidah Buaya,19.25,34.62,21.55,29500.62,NORMAL
Sirih Gading,71.87,35.02,36.55,29311.77,HOT
Lidah Buaya,60.71,33.45,59.21,14573.35,NORMAL
Sirih Gading,16.84,27.41,54.5,38023.23,THIRSTY
Sirih Gading,2.66,29.91,31.83,36761.43,THIRSTY
Lidah Buaya,68.84,29.78,75.98,48551.46,SQUINT
Kacang Hijau,6.77,36.5,53.34,35391.75,HOT
Bayam,25.76,15.82,38.63,27194.92,COLD
Bayam,14.99,38.32,18.54,4498.36,HOT
Lidah Buaya,87.11,31.59,14.48,9257.04,SICK
Sirih Gading,71.7,19.6,48.81,4213.53,NORMAL
Lidah Buaya,73.39,38.31,17.58,14232.77,HOT
Sirih Gading,99.06,33.75,55.41,13894.56,SICK
Lidah Buaya,80.8,18.9,42.4,13041.55,SICK
Bayam,99.28,17.37,53.76,33921.33,COLD
Sirih Gading,6.9,15.17,45.45,49790.12,COLD
Lidah Buaya,88.32,16.38,36.47,42060.71,COLD
Bayam,14.47,18.67,68.07,30560.72,THIRSTY
Lidah Buaya,13.96,20.74,33.9,25629.2,NORMAL
Sirih Gading,3.65,29.42,21.71,2637.2,THIRSTY
Sirih Gading,41.5,28.92,80.37,16347.11,SQUINT
Sirih Gading,12.12,37.87,12.38,4270.42,HOT
Lidah Buaya,11.98,33.12,50.66,8166.12,NORMAL
Kacang Hijau,13.07,28.18,45.06,44330.21,THIRSTY
Bayam,55.51,20.21,63.92,37122.88,SQUINT
Kacang Hijau,45.23,28.69,71.68,32178.88,SQUINT
Sirih Gading,84.37,21.39,50.93,9747.14,NORMAL
Sirih Gading,31.92,23.81,72.37,45295.58,SQUINT
Bayam,94.63,24.08,87.99,7244.93,NORMAL
Sirih Gading,90.96,32.0,53.96,901.6,SICK
Sirih Gading,47.68,25.46,54.91,13533.73,NORMAL
Bayam,89.58,15.62,60.45,13731.84,COLD
Sirih Gading,42.59,20.58,91.19,49276.21,SQUINT
Sirih Gading,57.24,16.64,80.88,20225.98,COLD
Kacang Hijau,33.9,37.51,45.55,17460.48,HOT
Kacang Hijau,39.7,31.83,67.46,7815.85,NORMAL
Bayam,38.88,21.93,85.74,5955.0,THIRSTY
Sirih Gading,59.91,21.58,39.81,4446.48,NORMAL
Sirih Gading,63.8,30.17,56.12,31436.07,SQUINT
Lidah Buaya,76.75,25.04,24.9,3562.63,NORMAL
Sirih Gading,0.13,31.79,37.41,6007.96,THIRSTY
Sirih Gading,14.56,23.35,29.99,1671.9,THIRSTY
Lidah Buaya,25.28,17.47,79.07,19599.06,COLD
Sirih Gading,33.86,16.15,71.34,23671.75,COLD
Bayam,45.8,35.33,49.49,43233.89,HOT
Lidah Buaya,87.03,23.88,56.38,38793.07,SICK
Lidah Buaya,43.91,37.07,69.61,47516.77,HOT
Sirih Gading,68.78,23.02,59.79,13673.73,NORMAL
Bayam,3.94,34.42,31.87,18162.31,THIRSTY
Kacang Hijau,62.66,26.21,53.92,46319.13,SQUINT
Kacang Hijau,7.9,37.31,14.51,11975.51,HOT
Lidah Buaya,14.33,32.92,48.9,22270.27,NORMAL
Sirih Gading,39.81,27.74,45.46,1322.35,NORMAL
Bayam,98.6,23.79,26.25,1576.73,SICK
Sirih Gading,85.93,37.38,69.48,5500.89,HOT
Lidah Buaya,31.99,19.11,33.8,23675.43,NORMAL
Sirih Gading,25.34,27.61,48.59,25251.4,SQUINT
Kacang Hijau,23.75,15.62,65.5,2480.72,COLD
Sirih Gading,74.4,21.57,60.46,25160.96,SQUINT
Lidah Buaya,18.39,19.65,48.3,33710.51,NORMAL
Sirih Gading,85.7,32.72,66.08,20755.36,SQUINT
Bayam,39.57,22.97,26.63,9429.95,THIRSTY
Lidah Buaya,84.75,20.47,62.04,43098.34,SICK
Lidah Buaya,72.62,34.0,37.63,34114.36,NORMAL
Bayam,50.01,37.46,22.63,21117.59,HOT
Sirih Gading,11.34,33.39,53.88,36030.81,THIRSTY
Bayam,76.55,31.39,48.36,42003.86,SQUINT
Lidah Buaya,48.37,39.26,64.66,49752.59,HOT
Bayam,21.07,37.15,61.11,31214.52,HOT
Lidah Buaya,38.11,34.62,13.42,38728.01,NORMAL
Kacang Hijau,10.18,19.79,92.09,25297.9,THIRSTY
Lidah Buaya,29.71,29.6,23.33,24118.07,NORMAL
Lidah Buaya,91.74,21.76,68.86,15823.73,SICK
Lidah Buaya,70.77,23.27,73.14,26739.34,NORMAL
Sirih Gading,93.24,18.28,83.72,47365.34,SICK
Bayam,65.38,30.34,40.83,49752.64,SQUINT
Sirih Gading,67.42,22.09,72.44,11074.68,NORMAL
Lidah Buaya,3.22,33.39,64.43,2386.69,THIRSTY
Bayam,48.4,22.91,70.53,48913.47,SQUINT
Kacang Hijau,42.18,21.87,52.32,20551.05,NORMAL
Kacang Hijau,51.41,36.11,37.22,15423.41,HOT
Sirih Gading,55.99,27.55,58.53,24320.25,SQUINT
Sirih Gading,92.47,31.79,10.12,5625.21,SICK
Bayam,33.67,32.2,10.68,7223.78,THIRSTY
Lidah Buaya,64.1,26.79,71.86,3030.52,NORMAL
Bayam,15.28,17.59,89.76,4146.36,COLD
Kacang Hijau,55.44,38.87,50.85,30586.04,HOT
Bayam,90.51,25.59,40.61,43467.01,SQUINT
Kacang Hijau,83.21,19.02,86.23,25373.39,SQUINT
Kacang Hijau,16.63,27.97,18.83,36901.68,THIRSTY
Bayam,87.68,33.93,44.68,27177.2,NORMAL
Kacang Hijau,13.64,32.6,23.5,727.23,THIRSTY
Lidah Buaya,97.55,39.56,46.16,2869.42,HOT
Lidah Buaya,73.93,18.58,55.8,45809.36,NORMAL
Lidah Buaya,63.2,18.41,42.57,30789.49,NORMAL
Sirih Gading,86.11,23.42,62.23,3916.91,NORMAL
Bayam,46.81,35.01,48.7,10874.22,HOT
Kacang Hijau,43.7,29.24,31.81,29678.05,SQUINT
Bayam,29.04,32.48,60.23,15173.93,THIRSTY
Sirih Gading,75.48,32.09,50.93,15473.13,SQUINT
Sirih Gading,69.07,35.82,10.0,26701.39,HOT
Sirih Gading,22.99,17.58,61.33,25797.29,COLD
Kacang Hijau,33.56,19.88,51.85,48926.27,SQUINT
Lidah Buaya,17.69,18.75,60.47,33106.37,NORMAL
Kacang Hijau,10.72,27.79,53.06,22370.62,THIRSTY
Bayam,79.6,21.68,55.8,30484.68,NORMAL
Kacang Hijau,58.06,37.87,26.06,31613.21,HOT
Bayam,94.03,34.03,40.24,14683.82,NORMAL
Lidah Buaya,11.19,20.9,46.09,31576.85,NORMAL
Sirih Gading,66.53,37.87,15.31,3934.93,HOT
Lidah Buaya,93.18,30.36,13.92,26149.37,SICK
Bayam,27.91,18.2,66.04,8058.18,THIRSTY
Lidah Buaya,38.15,32.05,33.05,36732.72,NORMAL
Sirih Gading,36.55,25.57,58.74,46807.32,SQUINT
Lidah Buaya,3.32,34.98,24.04,25850.74,THIRSTY
Bayam,68.68,22.88,27.42,28391.3,NORMAL
Lidah Buaya,93.26,33.48,45.15,23921.84,SICK
Kacang Hijau,63.44,38.15,16.28,11103.79,HOT
Sirih Gading,87.36,26.59,50.54,38139.95,SQUINT
Kacang Hijau,64.82,31.49,41.2,3072.31,NORMAL
Bayam,68.93,37.33,46.06,33380.36,HOT
Kacang Hijau,26.88,29.3,26.2,9932.23,THIRSTY
Bayam,18.1,18.52,91.11,39862.95,THIRSTY
Sirih Gading,89.96,35.07,22.19,45541.21,HOT
Sirih Gading,58.07,24.92,72.16,19406.65,SQUINT
Bayam,1.0,16.24,92.56,46855.62,COLD
Kacang Hijau,39.51,30.52,25.82,1972.98,NORMAL
Sirih Gading,15.05,22.92,51.14,25178.5,THIRSTY
Bayam,70.56,17.95,88.9,28867.09,COLD
Sirih Gading,20.5,23.47,61.76,37099.77,SQUINT
Bayam,7.55,17.32,86.87,3430.05,COLD
Lidah Buaya,21.67,37.58,10.0,41359.34,HOT
Sirih Gading,69.74,18.39,40.11,32140.33,SQUINT
Sirih Gading,19.85,35.03,47.26,24741.42,HOT
Kacang Hijau,66.81,35.76,31.67,10249.21,HOT
Sirih Gading,98.63,15.95,42.2,15760.84,COLD
Sirih Gading,76.88,19.82,41.15,13279.38,NORMAL
Sirih Gading,29.09,39.3,34.44,23470.34,HOT
Sirih Gading,18.73,16.26,37.52,1623.54,COLD
Bayam,94.49,23.6,85.67,306.43,GLOOMY
Lidah Buaya,59.74,29.28,19.54,34329.05,NORMAL
Bayam,46.38,36.59,25.23,20753.91,HOT
Lidah Buaya,87.41,32.3,71.36,48899.99,SICK
Sirih Gading,47.45,20.03,33.06,498.46,NORMAL
Lidah Buaya,43.1,15.44,51.27,16598.85,COLD
Sirih Gading,28.92,35.13,64.32,47613.0,HOT
Bayam,65.34,37.78,10.0,19220.45,HOT
Bayam,12.82,20.17,70.76,13259.04,THIRSTY
Sirih Gading,48.3,21.56,42.08,44341.58,SQUINT
Bayam,24.65,30.69,33.99,450.28,THIRSTY
Lidah Buaya,61.41,30.15,27.08,36132.49,NORMAL
Lidah Buaya,7.48,15.54,89.13,49426.23,COLD
Sirih Gading,35.93,27.74,56.85,23767.95,SQUINT
Kacang Hijau,36.78,26.24,31.76,20706.49,NORMAL
Kacang Hijau,26.86,20.73,59.24,5048.91,THIRSTY
Bayam,81.85,15.05,61.54,18312.65,COLD
Lidah Buaya,11.35,37.15,18.21,2670.83,HOT
Bayam,86.86,36.37,35.95,14578.84,HOT
Kacang Hijau,72.81,28.77,25.07,30012.57,SQUINT
Kacang Hijau,21.2,35.55,63.69,32867.67,HOT
Kacang Hijau,99.83,29.96,64.06,46655.67,SICK
Kacang Hijau,16.16,31.05,16.81,44927.71,THIRSTY
Bayam,85.27,35.31,37.89,12357.25,HOT
Kacang Hijau,38.68,30.25,28.99,4029.04,NORMAL
Kacang Hijau,94.4,21.89,86.06,7439.8,SICK
Bayam,76.48,16.64,60.64,45758.82,COLD
Kacang Hijau,64.59,22.09,49.77,28538.92,SQUINT
Kacang Hijau,34.88,25.18,24.35,5549.9,NORMAL
Lidah Buaya,97.92,20.35,65.6,3672.23,SICK
Lidah Buaya,97.73,17.63,40.93,29388.42,COLD
Lidah Buaya,49.85,34.19,52.83,23389.49,NORMAL
Kacang Hijau,23.3,37.15,44.89,1220.04,HOT
Sirih Gading,11.57,26.76,84.18,47313.22,THIRSTY
Sirih Gading,69.67,38.27,10.0,36266.32,HOT
Kacang Hijau,15.16,34.28,51.91,43794.15,THIRSTY
Lidah Buaya,77.42,30.11,40.6,30295.45,NORMAL
Sirih Gading,12.94,30.79,49.32,18791.06,THIRSTY
Kacang Hijau,62.47,22.39,77.77,19096.98,NORMAL
Sirih Gading,84.11,16.59,71.23,49842.46,COLD
Kacang Hijau,37.98,30.49,44.21,43166.68,SQUINT
Bayam,34.21,28.31,74.7,16764.42,THIRSTY
Bayam,26.93,39.32,10.0,29529.48,HOT
Sirih Gading,19.72,20.38,83.7,10676.87,THIRSTY
Bayam,21.62,34.18,72.18,38574.24,THIRSTY
Bayam,47.05,16.0,56.76,15725.88,COLD
Sirih Gading,57.86,34.52,33.04,45567.09,SQUINT
Bayam,95.66,15.5,72.14,19563.84,COLD
Kacang Hijau,35.78,39.47,40.53,32390.87,HOT
Kacang Hijau,19.63,28.03,78.21,1128.23,THIRSTY
Lidah Buaya,1.21,24.45,26.24,14407.85,THIRSTY
Lidah Buaya,31.93,18.46,53.67,3733.97,NORMAL
Sirih Gading,42.96,21.87,30.26,27716.13,SQUINT
Lidah Buaya,75.76,29.17,67.25,26281.6,NORMAL
Kacang Hijau,73.5,29.18,69.46,30505.4,SQUINT
Sirih Gading,54.54,25.88,39.17,6670.82,NORMAL
Lidah Buaya,58.81,25.8,22.77,37814.75,NORMAL
Lidah Buaya,28.2,32.56,62.83,14394.45,NORMAL
Kacang Hijau,3.62,34.55,55.29,15156.42,THIRSTY
Sirih Gading,41.2,28.9,63.12,6919.88,NORMAL
Lidah Buaya,3.05,31.94,79.4,4562.12,THIRSTY
Lidah Buaya,26.67,36.45,26.79,49243.3,HOT
Sirih Gading,49.06,35.04,35.85,42438.38,HOT
Lidah Buaya,18.26,30.92,31.98,30829.39,NORMAL
Lidah Buaya,64.12,19.92,80.67,46180.13,NORMAL
Bayam,14.83,20.87,33.21,35101.78,THIRSTY
Kacang Hijau,45.04,25.05,67.09,37448.16,SQUINT
Bayam,2.88,31.42,29.97,20741.53,THIRSTY
Kacang Hijau,11.48,27.69,32.93,30531.0,THIRSTY
Kacang Hijau,82.05,26.06,21.79,41317.04,SQUINT
Lidah Buaya,60.69,27.43,20.58,40416.32,NORMAL
Sirih Gading,51.46,19.12,77.06,10007.71,NORMAL
Sirih Gading,57.43,20.36,31.48,31101.47,SQUINT
Kacang Hijau,59.38,25.46,44.36,28779.67,SQUINT
Sirih Gading,4.78,27.8,81.64,17611.55,THIRSTY
Bayam,83.22,16.23,81.76,42317.44,COLD
Sirih Gading,50.11,38.32,10.0,34347.62,HOT
Bayam,32.38,28.73,14.5,10996.72,THIRSTY
Sirih Gading,38.97,26.05,23.42,37080.15,SQUINT
Kacang Hijau,12.43,35.77,71.4,36543.37,HOT
Sirih Gading,95.96,28.77,71.52,39633.12,SICK
Kacang Hijau,69.67,38.3,39.6,46124.97,HOT
Kacang Hijau,40.82,32.53,56.32,769.74,GLOOMY
Kacang Hijau,8.71,38.29,27.85,30853.33,HOT
Bayam,39.28,19.43,88.74,218.7,THIRSTY
Bayam,90.14,26.61,82.49,4493.91,NORMAL
Sirih Gading,93.31,15.48,85.56,32859.88,COLD
Kacang Hijau,28.57,39.05,25.16,43429.96,HOT
Sirih Gading,78.24,24.41,67.94,26537.53,SQUINT
Lidah Buaya,14.76,24.28,22.66,1316.94,GLOOMY
Sirih Gading,68.74,26.34,53.47,31664.17,SQUINT
Bayam,81.82,25.75,63.79,282.61,GLOOMY
Kacang Hijau,46.56,29.46,15.83,27132.23,SQUINT
Bayam,75.57,26.4,32.29,22566.8,NORMAL
Lidah Buaya,95.81,23.49,48.86,3190.24,SICK
Lidah Buaya,21.54,27.66,69.66,41443.13,NORMAL
Bayam,78.79,31.31,53.38,12694.2,NORMAL
Lidah Buaya,97.82,31.09,78.92,23561.17,SICK
Lidah Buaya,31.25,16.97,69.53,11269.69,COLD
Lidah Buaya,74.96,18.47,91.48,37876.84,NORMAL
Sirih Gading,43.78,38.41,10.0,1081.35,HOT
Sirih Gading,1.97,25.28,35.99,43969.65,THIRSTY
Bayam,25.86,30.71,23.52,23403.04,THIRSTY
Lidah Buaya,50.61,25.44,30.5,4260.7,NORMAL
Kacang Hijau,95.68,16.2,58.4,25020.06,COLD
Lidah Buaya,21.55,29.13,14.22,1238.71,GLOOMY
Sirih Gading,54.41,37.99,10.0,37025.48,HOT
Sirih Gading,7.56,16.25,94.28,12334.42,COLD
Lidah Buaya,62.65,32.06,15.39,14037.6,NORMAL
Kacang Hijau,86.83,21.44,57.72,36358.45,SQUINT
Lidah Buaya,82.81,28.52,63.72,39577.05,SICK
Lidah Buaya,98.06,18.28,80.25,40227.94,SICK
Lidah Buaya,82.66,38.3,47.55,13555.59,HOT
Bayam,88.34,28.59,73.45,8019.69,NORMAL
Kacang Hijau,3.11,24.21,51.45,12978.82,THIRSTY
Kacang Hijau,60.96,22.12,26.9,25133.95,SQUINT
Bayam,74.95,31.26,63.6,25493.7,NORMAL
Sirih Gading,74.44,36.61,35.11,30972.25,HOT
Sirih Gading,98.27,25.51,81.89,31852.38,SICK
Kacang Hijau,59.36,17.99,92.85,33955.12,COLD
Bayam,39.43,21.67,75.13,33854.1,THIRSTY
Lidah Buaya,5.76,39.41,32.56,46863.1,HOT
Bayam,53.21,29.04,62.44,21711.83,NORMAL
Lidah Buaya,64.54,27.19,42.36,47376.15,NORMAL
Kacang Hijau,51.13,34.04,33.49,24616.27,NORMAL
Lidah Buaya,49.51,26.68,68.13,21596.67,NORMAL
Sirih Gading,76.92,37.72,45.57,18428.12,HOT
Sirih Gading,71.95,17.88,38.17,42728.43,COLD
Sirih Gading,8.92,28.56,68.45,10557.9,THIRSTY
Kacang Hijau,42.25,39.42,10.0,2101.23,HOT
Lidah Buaya,80.54,22.0,40.45,31911.61,SICK
Bayam,28.79,22.86,91.36,44465.24,THIRSTY
Sirih Gading,69.7,18.87,54.13,28005.8,SQUINT
Kacang Hijau,50.31,24.37,64.76,42824.49,SQUINT
Sirih Gading,50.43,21.99,37.92,43282.25,SQUINT
Kacang Hijau,96.12,38.54,26.72,45267.53,HOT
Bayam,94.04,38.59,48.16,27725.63,HOT
Lidah Buaya,28.9,36.62,40.11,17565.78,HOT
Sirih Gading,60.97,18.09,37.44,9824.13,NORMAL
Sirih Gading,39.91,28.44,84.5,30770.04,SQUINT
Bayam,82.75,31.59,71.11,18005.89,NORMAL
Sirih Gading,75.95,21.09,57.91,10299.41,NORMAL
Sirih Gading,87.48,17.27,49.99,6445.13,COLD
Bayam,55.73,20.71,56.05,44429.62,SQUINT
Kacang Hijau,88.01,20.84,64.04,32543.87,SQUINT
Lidah Buaya,91.62,15.61,91.8,10383.73,COLD
Sirih Gading,82.3,30.67,21.72,11751.56,NORMAL
Kacang Hijau,93.55,23.58,80.54,9286.65,SICK
Sirih Gading,87.36,23.39,90.74,16468.9,SQUINT
Kacang Hijau,80.06,29.19,61.98,10007.51,NORMAL
Lidah Buaya,16.66,24.19,75.95,2445.59,NORMAL
Sirih Gading,93.91,23.06,65.64,33587.24,SICK
Bayam,16.4,37.4,61.71,1298.05,HOT
Bayam,13.62,32.0,72.31,12518.65,THIRSTY
Bayam,91.78,23.03,25.57,6982.12,NORMAL
Sirih Gading,20.3,29.73,49.66,22593.45,SQUINT
Kacang Hijau,28.03,17.15,88.78,6608.98,COLD
Sirih Gading,97.51,34.82,68.67,11614.48,SICK
Sirih Gading,38.45,34.3,17.98,17347.95,SQUINT
Bayam,95.77,37.0,64.14,43385.27,HOT
Sirih Gading,42.98,30.9,22.68,14362.88,NORMAL
Kacang Hijau,74.76,26.57,38.75,25136.02,SQUINT
Kacang Hijau,0.49,39.67,65.56,47590.59,HOT
Kacang Hijau,22.43,35.81,60.18,11303.95,HOT
Lidah Buaya,52.74,35.09,19.95,12034.25,HOT
Sirih Gading,34.78,16.82,46.21,31011.74,COLD
